电影名称,下载链接
　利兹与青鸟/吹响悠风号全新剧场版1/莉兹与青鸟,magnet:?xt=urn:btih:b66705bff2038562de18cc42f4c26f0cc6d799ef&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%88%a9%e5%85%b9%e4%b8%8e%e9%9d%92%e9%b8%9f.2018.BD.1080P.%e6%97%a5%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　青春期猪头少年不做怀梦少女的梦/Rascal  Does Not Dream of a Dreaming Girl/Seishun Buta Yaro wa Yumemiru Shoujo no Yume  wo  Minai/青春期笨蛋不会梦到怀梦美少女/青春笨蛋少年不做怀梦美少女的梦,magnet:?xt=urn:btih:7299dcde3c1d2d8281d10cc40ca1077644bf2ea0&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e9%9d%92%e6%98%a5%e6%9c%9f%e7%8c%aa%e5%a4%b4%e5%b0%91%e5%b9%b4%e4%b8%8d%e5%81%9a%e6%80%80%e6%a2%a6%e5%b0%91%e5%a5%b3%e7%9a%84%e6%a2%a6.2019.BD.1080P.%e6%97%a5%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　The  Eleventh Chapter,magnet:?xt=urn:btih:7a1555f0ffd7123d5a0c8c0ea7d87d747b7e03d0&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%ac%ac%e5%8d%81%e4%b8%80%e5%9b%9e.2021.HD.1080P.%e5%9b%bd%e8%af%ad%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　The  Legend of Hei,magnet:?xt=urn:btih:a7a0fd9ccae5e9bc64d9f37be7b9bc32628ffabf&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%bd%97%e5%b0%8f%e9%bb%91%e6%88%98%e8%ae%b0.2019.BD.1080P.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　来自深渊：深魂的黎明/剧场版  来自深渊 深邃的魂之黎明,magnet:?xt=urn:btih:5f3dc9155cd3259bc2f05fdd9851add9e215e9b7&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%9d%a5%e8%87%aa%e6%b7%b1%e6%b8%8a%ef%bc%9a%e6%b7%b1%e9%ad%82%e7%9a%84%e9%bb%8e%e6%98%8e.2020.BD.1080P.%e6%97%a5%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　蒙太奇/抓住那个家伙/模犯母亲(台)/重罪犯(港),magnet:?xt=urn:btih:93c02273870d34f855a7b7c99af011352c2998c1&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%92%99%e5%a4%aa%e5%a5%87.2013.BD.1080p.%e9%9f%a9%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　沙滩上的宝莲/海滩上的波利娜,magnet:?xt=urn:btih:80771d96a8c007a06babeab4b35f80c46e4d0b47&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%b2%99%e6%bb%a9%e4%b8%8a%e7%9a%84%e5%ae%9d%e8%8e%b2.2020.BD.1080P.%e6%b3%95%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　Suzhou  River,magnet:?xt=urn:btih:565d64d6d550911f629d508894a0c971afa47b6f&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%8b%8f%e5%b7%9e%e6%b2%b3.2000.HD.1080P.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　蜡笔小新：激战！涂鸦王国和约四位勇士/蜡笔小新剧场版  28部/蜡笔小新剧场版：激战！涂鸦王国与差不多四勇者(港/台),magnet:?xt=urn:btih:550bdffdb80691af4e6cfb3768fdca4004100264&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%9c%a1%e7%ac%94%e5%b0%8f%e6%96%b0%ef%bc%9a%e6%bf%80%e6%88%98%ef%bc%81.2020.BD.1080P.%e5%9b%bd%e7%b2%a4%e6%97%a5%e4%b8%89%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　老无所依/2百万夺命奇案(港)/人心不古/险路勿近(台),magnet:?xt=urn:btih:8fbbe2290bc145913d6f06b30f1c6b4f897200ac&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%80%81%e6%97%a0%e6%89%80%e4%be%9d.BD.1080P.%e5%9b%bd%e8%8b%b1%e5%8f%8c%e8%af%ad%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　地球改变之年,magnet:?xt=urn:btih:d0788990d0594b5d8a5e3021eeff2f78d3e98f85&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%9c%b0%e7%90%83%e6%94%b9%e5%8f%98%e4%b9%8b%e5%b9%b4.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
"　Hi,  Mom",magnet:?xt=urn:btih:74d5293cb3efa1f1457bc5f3184cfbc35e16a49d&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e4%bd%a0%e5%a5%bd%ef%bc%8c%e6%9d%8e%e7%84%95%e8%8b%b1.2021.HD.1080P.%e5%9b%bd%e8%af%ad%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　玩具总动员4 / 反斗奇兵4(港) ,magnet:?xt=urn:btih:90af26f2206df59bd33cb23d623e8c7908352e2b&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%8e%a9%e5%85%b7%e6%80%bb%e5%8a%a8%e5%91%984.BD.1080p.%e5%9b%bd%e8%8b%b1%e5%8f%8c%e8%af%ad%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　速度与激情：特别行动/狂野时速：双雄联盟(港)/玩命关头：特别行动(台)/速度与激情外传/速度与激情衍生片/霍布斯与肖 ,magnet:?xt=urn:btih:cddf9b85053fc3c932270ff5297f720626feb7a1&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e9%80%9f%e5%ba%a6%e4%b8%8e%e6%bf%80%e6%83%85%ef%bc%9a%e7%89%b9%e5%88%ab%e8%a1%8c%e5%8a%a8.BD.1080p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　企鹅公路 / 企鹅梦幻街(港) / 企鹅高速公路 ,magnet:?xt=urn:btih:4edc0ebf048d991d1929f8375b5ffb1c38d0a49a&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e4%bc%81%e9%b9%85%e6%97%a5%e8%ae%b0.BD.1080p.%e6%97%a5%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　The Legend of Hei ,magnet:?xt=urn:btih:095c689e3a70567d2f508d8ceeb98f0ddae7e583&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%bd%97%e5%b0%8f%e9%bb%91%e6%88%98%e8%ae%b0.HD.1080p.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mp4&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　狮子王/狮子王真人版/狮子王真实版/狮子王真狮版 ,magnet:?xt=urn:btih:2d060f4108a08a20843c96a363b462c69a3a112f&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%8b%ae%e5%ad%90%e7%8e%8b.BD.1080p.%e5%9b%bd%e7%b2%a4%e8%8b%b1%e4%b8%89%e8%af%ad%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　续命之徒：绝命毒师电影/绝命毒师电影：续命之徒/格林布莱尔 ,magnet:?xt=urn:btih:2f35f9a2d930686df9b468e89872f7c1de35efd9&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%bb%ad%e5%91%bd%e4%b9%8b%e5%be%92%ef%bc%9a%e7%bb%9d%e5%91%bd%e6%af%92%e5%b8%88%e7%94%b5%e5%bd%b1.BD.1080p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　Ne Zha/Nezha: Birth of the Demon Child ,magnet:?xt=urn:btih:e2e2410b04858186f56ea367637d667be855f20e&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%93%aa%e5%90%92%e4%b9%8b%e9%ad%94%e7%ab%a5%e9%99%8d%e4%b8%96.HD.1080p.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　柳烈的音乐专辑/唯一的音乐簿/愉悦的音乐专辑/柳烈的音乐簿 ,magnet:?xt=urn:btih:d9aed9a99597ea5fc571b79717252dd26943ce6f&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%9f%b3%e7%83%88%e7%9a%84%e9%9f%b3%e4%b9%90%e4%b8%93%e8%be%91.BD.1080p.%e9%9f%a9%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　花生酱猎鹰/花生酱猎鹰的愿望(台) ,magnet:?xt=urn:btih:d03c8c845704d67a0570f61c46c5d50b3a5c2f48&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%8a%b1%e7%94%9f%e9%85%b1%e7%8c%8e%e9%b9%b0.BD.1080p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　唐顿庄园/唐顿庄园电影版 ,magnet:?xt=urn:btih:f0e2bd1afec6e8d69f9ef9951aaddfd5c5872689&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%94%90%e9%a1%bf%e5%ba%84%e5%9b%ad%e7%94%b5%e5%bd%b1%e7%89%88.BD.1080p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　Better Days ,magnet:?xt=urn:btih:51b8521967315ad1ea7e62c25d11d616590bb4e7&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%b0%91%e5%b9%b4%e7%9a%84%e4%bd%a0.HD.1080p.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　好莱坞往事/从前，有个好莱坞...(台)/从前，有个荷里活(港)/好莱坞杀人事件/荷里活往事 ,magnet:?xt=urn:btih:57a087726173e813c97000f322753173579f120f&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%a5%bd%e8%8e%b1%e5%9d%9e%e5%be%80%e4%ba%8b.BD.1080p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　克劳斯：圣诞节的秘密/圣诞老人 ,magnet:?xt=urn:btih:f3cfe035cb25fbddb6fee9561bc9cc8f0b347bf6&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%85%8b%e5%8a%b3%e6%96%af%ef%bc%9a%e5%9c%a3%e8%af%9e%e8%8a%82%e7%9a%84%e7%a7%98%e5%af%86.BD.1080p.%e5%9b%bd%e8%8b%b1%e8%a5%bf%e4%b8%89%e8%af%ad%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　别告诉她/不要告诉她/别对她说/告别婚礼 ,magnet:?xt=urn:btih:1b182e2b038ee4ccb3feeba6386932ee60d8337f&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%88%ab%e5%91%8a%e8%af%89%e5%a5%b9.BD.1080p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　82年生的金智英/82年生金智英 ,magnet:?xt=urn:btih:4e1de3a289bf347780fa92fdd6f235fa72b709f7&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.82%e5%b9%b4%e7%94%9f%e7%9a%84%e9%87%91%e6%99%ba%e8%8b%b1.HD.1080p.%e9%9f%a9%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
"　My People, My Country ",magnet:?xt=urn:btih:850a6dde63b12c9c2615daa9c5ba619488dd14b8&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%88%91%e5%92%8c%e6%88%91%e7%9a%84%e7%a5%96%e5%9b%bd.HD.1080p.%e5%9b%bd%e8%af%ad%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mp4&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　寄生虫/上流寄生族(港)/寄生上流(台) ,magnet:?xt=urn:btih:3a01981d9893ef2373d75bf1f685a3ece2fbaf25&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%af%84%e7%94%9f%e8%99%ab.BD.1080p.%e9%9f%a9%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　漫长的告别/甜咖喱之味(港) ,magnet:?xt=urn:btih:e130ade18f14806f8c1cd82326da0c04d4d96dd2&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%bc%ab%e9%95%bf%e7%9a%84%e5%91%8a%e5%88%ab.BD.1080p.%e6%97%a5%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　行骗天下JP：浪漫篇/信用欺诈师JP:香港浪漫篇(港)/行骗天下 剧场版/行骗天下 电影版/行骗天下JP ,magnet:?xt=urn:btih:b7901a31853a444538461826dca2c8aa9cfc0ebe&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%a1%8c%e9%aa%97%e5%a4%a9%e4%b8%8bJP%ef%bc%9a%e6%b5%aa%e6%bc%ab%e7%af%87.BD.1080p.%e6%97%a5%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　婚姻故事 ,magnet:?xt=urn:btih:7ceb59285bde69d587bccdde5177c3ad54955b0d&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%a9%9a%e5%a7%bb%e6%95%85%e4%ba%8b.BD.1080p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　爱尔兰人/爱尔兰杀手(港)/听说你刷房子了  ,magnet:?xt=urn:btih:83c196ac7e656c2d66fd7c9d2ebbfef9f170d143&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%88%b1%e5%b0%94%e5%85%b0%e4%ba%ba.BD.1080p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　教宗的承继/两个教皇/两代教皇/教廷白烟(港)/教皇 ,magnet:?xt=urn:btih:5abe2f5b6ca450e03ebb4bd78debb769106f58ba&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%95%99%e5%ae%97%e7%9a%84%e6%89%bf%e7%bb%a7.BD.1080p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　小丑/小丑起源电影：罗密欧 ,magnet:?xt=urn:btih:2068cd45d92bd1cc5dde649a5faec076f4ce68f8&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%b0%8f%e4%b8%91.BD.1080p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　痛苦与荣耀/万千痛爱在一身(港) ,magnet:?xt=urn:btih:70a3b5ae8704d6d8ed484ef9eadb74107ca5be5c&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%97%9b%e8%8b%a6%e4%b8%8e%e8%8d%a3%e8%80%80.BD.1080p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　决战中途岛/中途岛/中途岛战役/中途岛海战 ,magnet:?xt=urn:btih:7b9766b830f2f0f0bce2309d64763b1d5afb0219&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%86%b3%e6%88%98%e4%b8%ad%e9%80%94%e5%b2%9b.HD.1080p%e5%9b%bd%e8%af%ad.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　航海王：狂热行动/海贼王：狂热行动/航海王：夺宝争霸战(台) ,magnet:?xt=urn:btih:affa223a24891118a6a2d6411cd2cb047ccbbc03&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%88%aa%e6%b5%b7%e7%8e%8b%ef%bc%9a%e7%8b%82%e7%83%ad%e8%a1%8c%e5%8a%a8.HD.1080p.%e5%9b%bd%e6%97%a5%e5%8f%8c%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　他们已不再变老/不老的战迹(港)/他们不会变老/他们不再老去(台) ,magnet:?xt=urn:btih:0ffb1b042ac8d225393aa48f893873149e399a4d&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e4%bb%96%e4%bb%ac%e5%b7%b2%e4%b8%8d%e5%86%8d%e5%8f%98%e8%80%81.BD.1080p.%e8%8b%b1%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　The Wandering Earth ,magnet:?xt=urn:btih:8489404831f8ff60004b8daa763d0b87c38562e0&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%b5%81%e6%b5%aa%e5%9c%b0%e7%90%83.BD.1080p.%e5%9b%bd%e8%af%ad%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　小委托人/孩子的自白/小小委托人(台) ,magnet:?xt=urn:btih:64ab2c9c19ecdef8ab4279c62e37324f2d65e879&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%b0%8f%e5%a7%94%e6%89%98%e4%ba%ba.BD.1080p.%e9%9f%a9%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　极速车王/地狱驾驶/极速之王/极速传奇：��特决战法拉利(港)/福特大战法拉利/赛道狂人(台) ,magnet:?xt=urn:btih:27b9926b44cbfcd883b0a485f30196d88a56768b&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%9e%81%e9%80%9f%e8%bd%a6%e7%8e%8b.BD.1080p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
